Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2002-01-20,2002-02-20,2002-03-20,2002-04-20,2002-05-20,2002-06-20,2002-07-20,2002-08-20,2002-09-20,2002-10-20,2002-11-20,2002-12-20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,2003-01-20,2003-02-20,2003-03-20,2003-04-20,2003-05-20,2003-06-20,2003-07-20,2003-08-20,2003-09-20,2003-10-20,2003-11-20,2003-12-20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,2004-01-20,2004-02-20,2004-03-20,2004-04-20,2004-05-20,2004-06-20,2004-07-20,2004-08-20,2004-09-20,2004-10-20,2004-11-20,2004-12-20,4/13/20,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,2010-01-21,2010-02-21,2010-03-21,2010-04-21,2010-05-21,2010-06-21,2010-07-21,2010-08-21,2010-09-21,2010-10-21,2010-11-21,2010-12-21,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,2011-01-21,2011-02-21,2011-03-21,2011-04-21,2011-05-21,2011-06-21,2011-07-21,2011-08-21,2011-09-21,2011-10-21,2011-11-21,2011-12-21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,2012-01-21,2012-02-21,2012-03-21,2012-04-21,2012-05-21,2012-06-21,2012-07-21,2012-08-21,2012-09-21,2012-10-21,2012-11-21,2012-12-21,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21
,Bangladesh,23.685,90.3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,5,8,10,14,17,20,25,27,33,39,39,44,48,48,48,49,51,54,56,61,70,88,123,164,218,330,424,482,621,803,1532366,1534440,1536341,1538203,1540110,1541300,1542683,1544238,1545800,1547176,1548320,1549553,1550371,1551351,1552563,1553873,1555051,1555911,1556758,1557347,1557964,1558758,1559452,1560155,1560818,1561463,1561878,1562359,1562958,1563501,1564019,1564485,1564881,1565174,1565488,1565827,1566296,1566664,1566907,1567139,1567417,1567692,1567981,1568257,1568563,1568857,1569162,1569328,1569539,1569753,1569982,1570238,1570485,1570485,1570835,1571013,1571228,1571434,1571669,1571906,1572127,1572278,1572501,1572735,1572948,1573214,1573458,1573711,1573889,1574088,1574352,1574636,1574948,1575185,1575424,1575579,1575784,1576011,1576284,1576566,1576827,1577070,1577070,1577443,1577720,1578011,1578288,1578550,1578819,1578996,1579325,1579710,1580005,1580302,1580559,1580750,1580872
,Barbados,13.1939,-59.5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,6,14,17,18,18,18,24,26,33,33,34,34,46,51,52,56,60,63,63,66,67,68,71,72,5984,6053,6177,6248,6358,6358,6527,6631,6736,6904,7065,7232,7401,7576,7764,7981,8180,8381,8609,8792,8792,9205,9523,9823,10082,10383,10667,10918,11132,11474,11785,12105,12427,12773,12968,13171,13553,13934,14326,14753,15050,15341,15588,16033,16424,16782,17151,17465,17763,18023,18459,18852,19188,19516,19831,20069,20265,20676,21011,21311,21595,21877,22093,22316,22639,22923,23175,23426,23623,23795,23944,24234,24432,24432,24769,24769,24923,25152,25316,25429,25627,25792,25964,26095,26200,26306,26433,26565,26668,26740,26740,26814,26949,27027,27071,27126,27169
,Belarus,53.7098,27.9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,6,9,9,12,27,27,27,36,36,51,51,69,76,76,81,81,86,86,94,94,94,152,152,163,304,351,440,562,700,861,1066,1486,1981,2226,2578,2919,504961,506591,508514,510481,512460,514446,516428,518369,520286,522275,524248,526242,528229,530203,532149,534104,536097,538086,540079,542077,543976,545843,547826,549817,551800,553795,555793,557772,559715,561753,563813,565865,567938,570006,571987,573943,575856,577932,580029,582111,584190,586234,588231,590226,592224,594203,596191,598183,600168,602058,604037,606033,608031,610022,612015,613927,615814,617719,619708,621689,623628,625592,627478,629271,631025,632887,634731,636543,638402,640206,641919,643372,645069,646743,648472,650168,651839,653323,654718,656510,658328,660204,662056,663813,665125,666137,667893,669631,671432,673269,674723,675734,676512,678277,679873,681517,683172
,Belgium,50.8333,4.469936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,13,23,50,109,169,200,239,267,314,314,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,6235,7284,9134,10836,11899,12775,13964,15348,16770,18431,19691,20814,22194,23403,24983,26667,28018,29647,30589,1210381,1212106,1215114,1217473,1219814,1219814,1219814,1224885,1226682,1229236,1231523,1233723,1233723,1233723,1238358,1240232,1242821,1244954,1247197,1247197,1247197,1251857,1253587,1256191,1258688,1261102,1261102,1261102,1266562,1269002,1272669,1276221,1279869,1279869,1279869,1289033,1292887,1299439,1305678,1312360,1312360,1312360,1328202,1333947,1342718,1351913,1360650,1360650,1360650,1360650,1360650,1393358,1403548,1403548,1414463,1414463,1438830,1438830,1463548,1463548,1484712,1484712,1484712,1512474,1524862,1543299,1559998,1581500,1581500,1581500,1623560,1635675,1659025,1679861,1701633,1701633,1701633,1749469,1766035,1786444,1809557,1827467,1827467,1827467,1868906,1879784,1898498,1914527,1929772,1929772,1929772,1959193,1968269,1980120,1980120,1990160,1999764
,Belize,17.1899,-88.4976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,3,3,4,4,5,7,7,8,9,10,13,14,18,17767,17967,18143,18334,18532,18532,18532,18902,18902,19185,19429,19600,19600,19600,19945,20295,20568,20801,21003,21003,21003,21422,21685,21893,22187,22187,22187,22187,22187,22187,22947,23762,23990,23990,23990,24447,24768,24948,25244,25445,25445,25445,25881,26152,26426,26625,26798,26798,26798,27149,27305,27523,27673,27894,27894,27894,28162,28162,28568,28749,28899,28899,28899,29105,29269,29386,29501,29501,29501,29501,29682,29861,29967,30060,30165,30165,30165,30338,30431,30517,30618,30680,30680,30680,30824,30888,30930,30991,31033,31033,31033,31033,31152,31187,31217,31246,31246
,Benin,9.3077,2.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,5,6,6,6,6,6,6,6,9,13,13,16,16,22,26,26,26,26,35,35,35,35,19841,21450,21450,21450,21450,21450,21450,21450,21450,21450,21450,22958,22958,22958,22958,22958,23890,23890,23890,23890,23890,23890,23890,24335,24335,24335,24335,24335,24335,24335,24560,24560,24560,24560,24560,24560,24560,24560,24560,24560,24560,24560,24678,24678,24749,24749,24749,24749,24749,24749,24749,24804,24804,24804,24804,24804,24804,24804,24833,24833,24833,24833,24833,24833,24833,24833,24846,24846,24846,24846,24846,24846,24850,24850,24850,24850,24850,24850,24850,24863,24863,24863,24863,24863,24863,24863,24863,24897,24897,24897,24897,24897,24897,24907,24907,24907,24907
,Bhutan,27.5142,90.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2596,2596,2596,2596,2596,2597,2597,2597,2599,2599,2599,2599,2599,2599,2599,2600,2601,2601,2601,2601,2608,2608,2613,2613,2613,2613,2613,2613,2613,2613,2615,2616,2617,2617,2617,2617,2617,2617,2617,2617,2617,2617,2617,2617,2620,2621,2621,2621,2621,2621,2621,2622,2622,2623,2623,2623,2623,2623,2623,2623,2623,2625,2625,2625,2625,2629,2629,2632,2632,2632,2632,2633,2633,2633,2634,2636,2640,2640,2640,2640,2640,2640,2641,2641,2641,2641,2642,2648,2649,2649,2649,2649,2649,2652,2652,2656,2656
,Bolivia,-16.2902,-63.5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10,10,11,11,12,12,15,19,24,27,29,32,43,61,74,81,97,107,115,123,132,139,157,183,194,210,264,268,275,300,330,495035,495612,496032,496032,496700,496950,497100,497386,497676,497984,498331,498595,498790,498895,499202,499648,500090,500445,500823,500823,501179,501616,502047,502550,502550,503022,503432,503735,504121,504601,505157,505157,506150,506150,506654,507134,507134,508166,508702,509276,509709,509919,509919,510470,511854,511854,512460,513584,513584,513810,513810,514679,515373,517229,517229,517902,518266,518870,519669,521518,522530,522530,523485,524261,525187,526306,527380,527380,528407,529075,530369,531428,531428,533756,535115,535115,536472,536472,537559,538647,539762,540869,542859,543390,544666,546155,546155,547892,549638,551516,553108,553108,554999,556765,558565,560684,563858
,Bosnia and Herzegovina,43.9159,17.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,7,11,13,18,24,25,26,38,63,89,93,126,136,166,176,191,237,258,323,368,420,459,533,579,624,654,674,764,804,858,901,946,1009,1037,222161,222927,223957,224862,225857,225857,225857,227579,228105,229360,230212,230801,230801,230801,232237,233121,233775,234775,235536,235536,235536,237017,237750,238458,239400,240094,240094,240094,241227,241946,242469,243220,243914,243914,243914,245082,245791,246555,247182,247958,247958,247958,249349,250165,251264,252083,252758,252758,252758,254348,255054,256307,257401,257401,257401,257401,259913,260837,261799,262906,263587,263587,263587,265149,265942,266994,267851,268572,268572,268572,269904,270498,271323,272063,272798,272798,272798,274219,275065,275965,276548,277228,277228,277228,278511,279179,279820,280469,280980,280980,280980,281903,282587,283109,283784,284272,284272
,Botswana,-22.3285,24.6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,6,6,6,6,13,13,13,13,13,165644,165644,165644,172252,172252,172252,172252,173788,173788,173788,176427,176427,176427,176427,178050,178050,178050,179220,179220,179220,179220,179220,180197,180197,180438,180438,180438,180438,181251,181251,181251,181856,181856,181856,181856,184051,184051,184051,184919,184919,184919,184919,185985,185985,185985,186594,186594,186594,186594,187281,187281,187281,187281,192935,192935,192935,193449,193449,193449,193701,193701,193701,193701,194129,194129,194129,194445,194445,194445,194445,194652,194652,194652,194909,194909,194909,194909,195068,195068,195068,195302,195302,195302,195302,195552,195552,195552,196090,196090,196090,196090,196090,197644,197644,199864,199864,199864
,Brazil,-14.235,-51.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,13,13,20,25,31,38,52,151,151,162,200,321,372,621,793,1021,1546,1924,2247,2554,2985,3417,3904,4256,4579,5717,6836,8044,9056,10360,11130,12161,14034,16170,18092,19638,20727,22192,23430,21006424,21019830,21034610,21069017,21080219,21230325,21239783,21247667,21247094,21283567,21308178,21327616,21343304,21351972,21366395,21381790,21399546,21427073,21445651,21459117,21468121,21478546,21499074,21516967,21532558,21550730,21567181,21575820,21582738,21590097,21597949,21612237,21627476,21638726,21644464,21651910,21664879,21680488,21697341,21711843,21723559,21729763,21735560,21748984,21766168,21781436,21793401,21804094,21810855,21814693,21821124,21835785,21849137,21862458,21874324,21880439,21886077,21897025,21909298,21924598,21939196,21953838,21957967,21960766,21965684,21977661,21989962,22003317,22012150,22017276,22019870,22030182,22043112,22055238,22067630,22076863,22080906,22084749,22094459,22105872,22118782,22129409,22138247,22143091,22147476,22157726,22167781,22177059,22177059,22177059,22177059,22177059,22195775,22201221,22201221,22204941,22204941
,Brunei,4.5353,114.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,37,40,50,54,56,68,75,78,83,88,91,104,109,114,115,120,126,127,129,131,133,134,135,135,135,135,135,135,136,136,136,136,4323,4431,4566,4675,4814,4957,5047,5261,5385,5586,5586,5960,5960,6540,6700,6813,6950,7116,7326,7326,7326,7904,8044,8150,8262,8464,8599,8980,9167,9472,9665,9828,10251,10356,10860,11047,11220,11386,11542,11672,11901,12113,12384,12595,12710,12823,12955,13065,13130,13246,13321,13446,13545,13545,13742,13742,13782,13864,13962,14058,14121,14172,14215,14215,14291,14378,14399,14444,14444,14591,14630,14701,14771,14771,14918,14992,14992,15058,15058,15111,15111,15142,15164,15186,15202,15229,15244,15301,15283,15343,15348,15362,15363,15372,15376,15385,15386
,Bulgaria,42.7339,25.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,23,41,51,52,67,92,94,127,163,187,201,218,242,264,293,331,346,359,399,422,457,485,503,531,549,577,593,618,635,661,675,685,473270,475299,477161,478885,480777,481728,482186,484546,486738,487588,489423,491327,492365,492861,495397,497970,500112,502162,504253,505481,505994,508800,511666,514208,516510,518995,520241,520862,524333,527802,531129,534312,537752,539619,540619,545598,550555,555077,559893,564719,568073,569443,575306,582122,587765,592943,598199,601035,602492,608499,614362,619284,623946,628680,631506,632762,638048,643003,646856,650063,653209,654819,655647,658870,662739,665578,668363,671100,672555,673288,676750,679983,682552,684922,687410,688628,689356,692376,695057,697162,699180,701469,702454,703160,705586,707885,709537,711364,713083,714156,714688,714688,718651,720376,721819,723433,724337
,Burkina Faso,12.2383,-1.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,15,15,20,33,40,64,75,99,114,146,152,180,207,222,246,261,282,288,302,318,345,364,384,414,443,443,484,497,497,13950,13959,13972,13984,14003,14025,14041,14052,14064,14076,14092,14116,14131,14172,14183,14199,14213,14243,14262,14290,14335,14341,14356,14388,14403,14434,14458,14495,14516,14546,14586,14640,14657,14686,14734,14752,14759,14793,14793,14793,14793,14793,14793,14793,14793,14793,14793,14793,14793,14793,15103,15103,15103,15103,15103,15103,15103,15103,15281,15281,15281,15281,15281,15281,15514,15514,15514,15514,15514,15514,15514,15514,15514,15514,15514,15711,15711,15711,16000,16000,16000,16000,16000,16000,16000,16334,16334,16334,16334,16334,16334,16334,16672,16672,16672,16672,16672
,Burma,21.9162,95.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,14,15,15,20,20,21,21,22,22,22,23,27,38,41,62,434106,436527,438951,440741,442928,444871,446573,448158,449845,451663,453407,455074,456620,458154,459436,461066,462608,464076,465922,467269,468463,469782,471308,473025,474419,475885,477333,478651,479848,481230,482803,484317,485646,486851,487853,488875,490008,490901,491584,492509,493576,494263,494974,495898,496901,497700,498605,499321,500073,500950,502024,502979,503981,505038,505998,506816,507815,508591,509771,510725,511717,512548,513262,513962,514716,515559,516146,516770,517395,517922,518471,519102,519731,520213,520706,521211,521561,521931,522402,522825,523346,523748,524122,524407,524638,525005,525403,525403,526024,526381,526661,526911,527274,527503,527714,527931,528101
,Burundi,-3.3731,29.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,5,5,5,14189,14189,14189,14189,14189,14189,14189,14189,14189,16356,16356,16356,16356,16356,16356,17505,17505,17728,17979,18271,18271,18271,18600,18825,18972,19041,19041,19041,19257,19334,19441,19513,19555,19555,19555,19730,19745,19819,19867,19894,19894,19894,19945,19954,19988,20016,20039,20039,20039,20078,20087,20106,20106,20136,20136,20136,20162,20170,20200,20210,20221,20221,20221,20276,20282,20305,20321,20332,20332,20332,20349,20351,20351,20360,20386,20386,20386,20415,20415,20432,20439,20439,20439,20439,20473,20523,20523,20610,20666,20666,20666,20886,20886,21143,21422,21422,21422
,Cabo Verde,16.5388,-23.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,10,36640,36694,36816,36891,36970,36970,37108,37157,37179,37240,37290,37355,37400,37448,37472,37501,37535,37576,37604,37635,37658,37658,37718,37770,37808,37845,37870,37888,37902,37920,37951,37976,38006,38035,38040,38049,38052,38082,38098,38098,38130,38140,38148,38151,38169,38181,38197,38207,38215,38218,38219,38228,38233,38242,38253,38256,38263,38264,38278,38287,38293,38293,38296,38299,38302,38309,38313,38321,38324,38327,38331,38336,38345,38347,38353,38358,38362,38367,38370,38393,38405,38426,38439,38450,38453,38460,38470,38482,38489,38496,38503,38503,38509,38527,38541,38557,38573
,Cambodia,11.55,104.9167,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,5,7,7,7,33,35,37,51,53,84,87,91,96,96,99,99,103,107,109,109,110,114,114,114,114,115,117,119,119,120,122,122,100133,100790,101443,102136,102834,103482,104094,104716,105344,105981,106619,107441,108257,109087,109926,110792,111673,112651,112883,113057,113256,113475,113703,113924,114148,114351,114571,114810,115068,115335,115607,115875,116140,116407,116665,116860,117035,117201,117352,117500,117644,117772,117888,118000,118111,118220,118321,118427,118522,118613,118787,118787,118870,118948,119021,119092,119160,119227,119292,119358,119421,119481,119536,119588,119636,119687,119741,119786,119826,119867,119904,119943,119977,120009,120038,120064,120087,120112,120134,120160,120183,120207,120232,120256,120272,120286,120300,120312,120327,120343,120355,120370,120382,120390,120397,120405,120410
,Cameroon,3.848,11.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,4,10,10,13,20,27,40,56,66,75,75,91,91,139,139,193,233,306,509,555,650,658,658,730,730,820,820,820,820,84210,84210,85414,85414,85414,85414,85414,85414,85414,85414,85414,85414,85414,85414,85414,85414,92303,92303,92303,92303,92303,92303,92303,95399,95399,95399,95399,95399,95399,95399,98402,98402,98402,98402,98402,98402,100289,100289,100289,100289,100289,100289,100289,100289,102499,102499,102499,102499,102499,102499,102499,104348,104348,104348,104348,104348,104348,104348,105719,106190,106190,106190,106190,106190,106190,106190,106190,106190,106190,106190,106190,106190,106794,106794,106794,106794,106794,106794,106794,107148,107148,107148,107148,107148,107148,107148,107549,107549,107549,107549,107549,107549,107662,107662,107662,107662,107662
Alberta,Canada,53.9333,-116.5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,7,19,19,29,29,39,56,74,97,119,146,195,259,301,359,358,486,542,542,621,661,690,754,969,969,1075,1181,1250,1373,1373,1423,1451,1567,1567,1732,270777,272211,273820,275538,277558,277558,277558,282191,283710,285046,286706,288357,288357,288357,293538,294784,296466,298172,299802,299802,299802,303839,304502,305765,307019,308275,308275,308275,308275,311633,312285,313201,314252,314252,314252,316433,316964,317750,318520,319176,319176,319176,320768,321210,321855,322386,322989,322989,322989,324199,324514,325001,325517,325983,325983,325983,327283,327705,328189,328189,329030,329030,329030,330098,330419,330831,331214,331626,331626,331626,332751,333004,333468,333847,334203,334203,334203,335009,335247,335677,336043,336392,336392,336392,337180,337420,337808,338141,338428,338428,338428,339291,339541,339997,340470,341023,341023
British Columbia,Canada,53.7267,-127.6476,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,9,12,13,21,21,27,32,32,39,46,64,64,73,103,103,186,231,271,424,424,472,617,617,725,725,884,884,970,1013,1013,1121,1174,1203,1203,1266,1266,1291,1336,1370,1445,1445,1490,175142,175819,176480,177186,177954,177954,177954,179653,180178,180937,181798,182541,182541,182541,184780,185432,186245,186245,187694,187694,187694,189779,190372,191124,191748,192491,192491,192491,192491,194581,195186,195766,196433,196433,196433,198278,198838,199534,200249,200898,201511,202040,202516,202973,203572,204330,204914,205482,205952,206284,206690,207120,207716,208265,208265,208265,209703,210203,210758,210758,211750,211750,211750,213020,213358,213682,214150,214636,214636,214636,215688,216012,216334,216758,217099,217099,217099,218068,218426,218812,219180,219584,219584,219584,220530,220856,221235,221576,222013,222013,222013,223142,223661,224245,224998,225785,225785
Diamond Princess,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Princess,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8,9,9,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Manitoba,Canada,53.7609,-98.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,8,15,17,17,18,20,20,21,35,36,39,64,72,96,103,127,167,182,182,203,203,217,217,221,230,243,242,246,59368,59420,59466,59526,59612,59612,59612,59759,59822,59880,59944,60000,60000,60000,60294,60333,60443,60443,60628,60628,60628,60943,61038,61126,61257,61385,61385,61385,61385,61721,61796,61900,61987,61987,61987,62230,62332,62383,62469,62588,62588,62588,62907,62977,63099,63212,63353,63353,63353,63688,63809,63931,64083,64209,64209,64209,64701,64878,65017,65017,65371,65371,65371,65763,65856,66009,66184,66378,66378,66378,66826,66952,67092,67275,67420,67420,67420,67753,67877,67999,68166,68308,68308,68308,68845,68938,69113,69314,69507,69507,69507,69979,70140,70340,70551,70785,70785
New Brunswick,Canada,46.5653,-66.4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,8,11,11,11,17,17,17,18,18,33,45,51,66,68,70,81,91,91,91,98,103,105,105,108,112,112,114,116,3031,3066,3129,3180,3237,3237,3237,3436,3501,3577,3629,3707,3768,3850,3936,4004,4088,4187,4272,4412,4505,4580,4670,4741,4857,4987,5087,5160,5258,5367,5449,5582,5669,5735,5793,5846,5896,5965,6032,6072,6112,6163,6185,6206,6263,6332,6380,6413,6445,6476,6516,6576,6615,6666,6716,6769,6813,6865,6934,7004,7069,7129,7194,7234,7268,7350,7422,7512,7579,7669,7731,7806,7893,7988,8087,8172,8217,8263,8318,8411,8506,8603,8680,8798,8869,8938,9049,9223,9366,9492,9604,9704,9813,9973,10150,10313,10446
Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,6,9,24,35,35,82,102,120,135,148,152,175,183,195,195,217,226,228,228,232,239,241,242,244,1541,1541,1551,1551,1555,1555,1555,1570,1586,1609,1609,1654,1668,1692,1717,1731,1747,1747,1788,1796,1804,1819,1824,1833,1840,1848,1848,1848,1848,1869,1873,1877,1881,1881,1881,1889,1889,1898,1898,1928,1928,1928,1964,1964,1984,1984,1992,1992,1992,1994,1994,1995,1995,2003,2003,2003,2012,2012,2019,2019,2025,2025,2025,2027,2027,2027,2031,2035,2035,2035,2038,2038,2042,2042,2048,2048,2048,2057,2057,2059,2059,2064,2064,2064,2064,2071,2076,2076,2078,2078,2078,2093,2093,2106,2106,2152,2152
